player,version,games,engines,alive_share,alive_ticks,assists,attack_targets,attackmoves_pm,attacks_pm,barracks_kills,building_kills,buy_gear,buy_heal,buy_mana,buy_poison,buy_portal,buyback_gold,buybacks,casts_pm,class,cpu_pct,deaths,draft_0,draft_1,draft_2,draft_3,draft_4,draft_5,draft_6,draft_7,draft_8,draft_9,drawn,dup_pm,dup_share,glory,gold_earned,gold_end,gold_spent,hp_mean,items_consumed,itemuses_pm,kills,level,lost,lowhp_walks,minutes,orders_pm,rej_ActionAbilityLocked,rej_ActionAlreadyEquipped,rej_ActionChanneling,rej_ActionCooldown,rej_ActionDrafting,rej_ActionInsufficientGold,rej_ActionInsufficientMana,rej_ActionInventoryFull,rej_ActionNoCharges,rej_ActionNoRoute,rej_ActionNotAlive,rej_ActionOutOfRange,rej_ActionOutsideKeep,rej_ActionTargetUnavailable,rejected_pm,rejected_share,score,target_building,target_creep,target_god,target_hero,team,tiles_pm,time_below25,time_below50,time_enemy_half,time_near_enemy_god,time_near_enemy_tower,time_near_own_god,tower_kills,walks_pm,won,xp,xp_building,xp_god,xp_herokill,xp_lasthit,xp_shared
Aaron,aaron-gota-balance0922-crossbow_draft:v1,70,"{""57"": 70}",0.9165911857142858,15068.685714285713,1.9285714285714286,405.48571428571427,22.98223707142857,39.4473529,1.5,4.514285714285714,3.914285714285714,8.428571428571429,0.0,0.0,5.828571428571428,354.2857142857143,0.5857142857142857,2.0720001285714287,3.9285714285714284,5.457142857142857,3.8714285714285714,0.014285714285714285,0.17142857142857143,0.24285714285714285,0.07142857142857142,0.014285714285714285,0.05714285714285714,0.32857142857142857,0.07142857142857142,0.014285714285714285,0.014285714285714285,0.02857142857142857,38.78119467142857,0.25928954285714284,1116.1142857142856,3156.214285714286,1501.357142857143,1804.857142857143,0.8781857285714285,12.414285714285715,1.1435455285714287,9.557142857142857,9.385714285714286,0.2571428571428571,31.02857142857143,11.512430571428572,155.96219167142857,0.0,0.0,5.242857142857143,0.0,0.0,0.0,2.4571428571428573,0.0,0.0,0.5,0.0,591.3857142857142,0.0,1.2714285714285714,55.30483378571429,0.3406667857142857,1510.0285714285715,0.3648149,0.4661473285714286,0.002420057142857143,0.16661765714285715,0.5142857142857142,96.45080364285715,0.040039557142857146,0.09429464285714285,0.4327956857142857,0.09807328571428571,0.3674516857142857,0.20583287142857143,3.0142857142857142,32.19711421428571,0.7142857142857143,3728.9,451.42857142857144,0.0,1433.5714285714287,1656.2571428571428,187.64285714285714
Aaron's Co-play Coach,aaron-gota-balance0922-coach:v1,71,"{""57"": 71}",0.919002633802817,14511.87323943662,2.211267605633803,373.4366197183099,23.959020070422536,37.251246436619724,1.295774647887324,3.788732394366197,3.732394366197183,8.225352112676056,0.0,0.0,5.225352112676056,284.50704225352115,0.43661971830985913,2.1714227605633805,4.380281690140845,5.464788732394366,3.535211267605634,0.028169014084507043,0.08450704225352113,0.23943661971830985,0.056338028169014086,0.014084507042253521,0.056338028169014086,0.39436619718309857,0.08450704225352113,0.028169014084507043,0.014084507042253521,0.0,40.814600323943665,0.2830376056338028,942.9295774647887,2795.3521126760565,1308.8732394366198,1636.4788732394366,0.8702299014084508,11.690140845070422,1.1158998028169014,8.267605633802816,8.774647887323944,0.2535211267605634,35.45070422535211,11.055438183098591,150.44948542253522,0.0,0.0,4.563380281690141,0.0,0.0,0.0,2.535211267605634,0.0,0.0,0.38028169014084506,0.0,523.5352112676056,0.0,0.9295774647887324,51.86752563380282,0.3382117746478873,1315.1830985915492,0.35073653521126763,0.47726885915492956,0.003173802816901409,0.16882077464788733,0.5774647887323944,96.92329532394366,0.04587461971830986,0.10673350704225351,0.4075946056338028,0.10255059154929577,0.36549298591549295,0.213648,2.492957746478873,31.349922450704224,0.7464788732394366,3339.605633802817,378.8732394366197,0.0,1240.1408450704225,1531.0140845070423,189.57746478873239
Alex Smith,gota-g002:v1,204,"{""57"": 98, ""56"": 13, ""51"": 93}",0.9768780490196078,16210.892156862745,0.07352941176470588,32.88235294117647,0.0,3.36342093627451,0.0,0.0,0.0,1.0049019607843137,0.0,0.0,0.0,0.0,0.0,0.0,4.955882352941177,12.009803921568627,1.3284313725490196,0.09313725490196079,0.029411764705882353,0.05392156862745098,0.13725490196078433,0.16666666666666666,0.11274509803921569,0.058823529411764705,0.10294117647058823,0.10294117647058823,0.14215686274509803,0.03431372549019608,71.87249018627452,0.9108950931372549,0.0,5.171568627450981,79.80392156862744,75.36764705882354,0.9913126764705883,0.00980392156862745,0.0013606715686274508,0.00980392156862745,1.0294117647058822,0.5588235294117647,0.0,11.500040828431372,79.34074969117647,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,2.965686274509804,0.0,0.1323529411764706,0.0,4.497676509803922,0.053781514705882355,0.0,0.001796188172043011,0.694810129032258,0.0,0.3033936827956989,0.47058823529411764,9.819203053921568,0.0022026568627450983,0.006666465686274509,0.01207943137254902,0.0,0.007281029411764706,0.9138359411764705,0.0,71.37592291666667,0.4068627450980392,24.00980392156863,0.0,0.0,1.4705882352941178,3.5686274509803924,18.970588235294116
Andre von Auto,khors:v114,13,"{""57"": 13}",0.824124923076923,15800.461538461539,1.8461538461538463,291.9230769230769,7.488279461538462,26.285368538461537,0.0,0.07692307692307693,3.8461538461538463,12.153846153846153,0.0,0.0,7.3076923076923075,876.9230769230769,1.3846153846153846,1.9824316153846153,3.3076923076923075,3.3076923076923075,7.076923076923077,0.0,0.23076923076923078,0.23076923076923078,0.15384615384615385,0.07692307692307693,0.0,0.3076923076923077,0.0,0.0,0.0,0.23076923076923078,14.54616223076923,0.22141561538461538,121.23076923076923,3815.769230769231,1391.1538461538462,2574.6153846153848,0.8494584615384616,17.153846153846153,1.486648846153846,14.76923076923077,10.076923076923077,0.5384615384615384,45.07692307692308,13.200908153846154,65.94177630769231,0.0,0.0,4.461538461538462,0.0,0.0,0.0,1.7692307692307692,0.0,0.0,0.15384615384615385,0.0,6.0,0.0,0.9230769230769231,1.1369627692307693,0.017659923076923077,1978.923076923077,0.0,0.6892095384615384,0.0008893076923076923,0.30990123076923076,0.6153846153846154,110.34078315384615,0.060869307692307695,0.13731453846153846,0.33329430769230767,0.07412046153846154,0.2857356923076923,0.23852284615384617,0.07692307692307693,24.24800430769231,0.23076923076923078,4513.076923076923,7.6923076923076925,0.0,2215.3846153846152,2110.846153846154,179.15384615384616
Andre von Houck,Polyworld GOTA base.bas:v2,203,"{""57"": 98, ""56"": 13, ""51"": 92}",0.8905804778325123,14880.379310344828,2.2955665024630543,121.98029556650246,12.369359211822662,11.704187802955666,0.15763546798029557,0.6009852216748769,1.438423645320197,9.47783251231527,5.41871921182266,1.1724137931034482,3.7192118226600983,108.3743842364532,0.5714285714285714,2.0324901231527095,4.497536945812808,5.093596059113301,4.270935960591133,0.15763546798029557,0.04433497536945813,0.03940886699507389,0.12807881773399016,0.04926108374384237,0.23645320197044334,0.06403940886699508,0.11330049261083744,0.07389162561576355,0.09359605911330049,0.06896551724137931,15.223701536945812,0.37392424137931035,18.90435139573071,1246.9704433497536,100.96059113300493,1296.0098522167489,0.8280549458128079,16.625615763546797,1.5044365960591133,2.0591133004926108,6.044334975369458,0.4482758620689655,30.97536945812808,11.728010399014778,41.63476024630542,0.0,0.0,5.674876847290641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.620689655172415,0.0,0.3448275862068966,1.4636195221674877,0.03361523152709359,77.11685823754789,0.12978149753694582,0.6752762955665025,0.001364448275862069,0.19357776354679804,0.4876847290640394,118.659211591133,0.06873241379310345,0.16670426600985222,0.2712101871921182,0.03388508866995074,0.20768564532019707,0.26259974384236456,0.4433497536945813,9.791698059113301,0.4827586206896552,1642.2463054187192,60.09852216748769,0.0,308.86699507389164,877.128078817734,396.1527093596059
Andrew Brower,red-kite:v34,204,"{""57"": 97, ""56"": 13, ""51"": 94}",0.9247956127450981,15981.21568627451,0.4950980392156863,956.3578431372549,0.0,103.10237643137255,0.014705882352941176,0.1323529411764706,1.5637254901960784,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,5.053921568627451,29.098039215686274,2.8186274509803924,0.10294117647058823,0.06372549019607843,0.049019607843137254,0.09803921568627451,0.1568627450980392,0.0392156862745098,0.07352941176470588,0.12745098039215685,0.16176470588235295,0.12745098039215685,0.08333333333333333,244.19722537254904,0.32352542647058824,0.16285403050108907,288.79901960784315,220.90686274509804,217.8921568627451,0.9586771666666667,0.05392156862745098,0.008138539215686275,0.2549019607843137,2.8480392156862746,0.5392156862745098,60.377450980392155,11.966278549019608,655.9438520686274,0.0,0.0,0.0,0.2107843137254902,32.15686274509804,1.9852941176470589,0.0,0.0,0.0,0.0,1894.5588235294117,0.0,1019.2254901960785,0.0,333.94905960294113,0.3923072843137255,0.16285403050108907,0.1791569798657718,0.7103126375838926,0.0010253020134228187,0.10950510067114094,0.49019607843137253,27.449137553921567,0.02117617156862745,0.04121133333333333,0.08514148529411765,0.00503621568627451,0.06281523039215686,0.7420669950980392,0.11764705882352941,218.70825670588235,0.37745098039215685,407.79411764705884,13.235294117647058,0.0,38.23529411764706,222.36764705882354,133.9558823529412
Andrew Brower B,black-kite:v16,207,"{""57"": 100, ""56"": 13, ""51"": 94}",0.9337065990338164,16245.903381642513,0.38164251207729466,936.1739130434783,0.0,101.67877907729469,0.004830917874396135,0.12077294685990338,1.458937198067633,0.057971014492753624,0.0,0.0,0.0,0.0,0.0,0.0,5.159420289855072,29.347826086956523,2.473429951690821,0.0966183574879227,0.028985507246376812,0.07729468599033816,0.14009661835748793,0.13043478260869565,0.043478260869565216,0.07246376811594203,0.09178743961352658,0.13043478260869565,0.18840579710144928,0.06763285024154589,215.49657942028986,0.32734685024154586,0.0,274.27536231884056,223.33333333333334,200.94202898550725,0.9657890338164251,0.04830917874396135,0.008734821256038647,0.2753623188405797,2.7971014492753623,0.6183574879227053,53.06280193236715,11.996326458937197,575.1305144637681,0.0,0.0,0.0,3.1739130434782608,33.81642512077295,0.2753623188405797,0.0,0.0,0.0,0.0,1534.072463768116,0.0,906.1932367149758,0.0,288.13490442028984,0.4253730917874396,0.0,0.21220292666666665,0.6916331533333333,0.0,0.09616394,0.5362318840579711,23.64207847826087,0.014382980676328502,0.030045787439613524,0.09047454589371981,0.0019712608695652174,0.0611016618357488,0.7703649227053141,0.11594202898550725,185.13607792753623,0.3140096618357488,392.512077294686,12.077294685990339,0.0,41.30434782608695,206.90821256038646,132.22222222222223
BeWellBot,BeWellBot-Arena:v17,14,"{""57"": 14}",0.9260723571428571,18108.214285714286,2.5,125.21428571428571,12.007422,10.272306285714285,0.0,0.14285714285714285,0.5,15.428571428571429,0.0,0.0,2.142857142857143,28.571428571428573,0.21428571428571427,2.531060142857143,5.357142857142857,6.714285714285714,3.357142857142857,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.21428571428571427,0.21428571428571427,0.14285714285714285,0.14285714285714285,0.21428571428571427,22.007383857142855,0.3360421428571429,3.642857142857143,1130.0,356.07142857142856,923.9285714285714,0.9059497142857144,10.285714285714286,0.7873166428571429,2.4285714285714284,5.357142857142857,0.5,21.642857142857142,13.552777785714285,69.1457407857143,0.0,0.5714285714285714,2.2857142857142856,0.0,0.0,23.142857142857142,0.0,0.0,0.0,0.0,0.0,4.928571428571429,0.0,0.0,2.5901754285714285,0.03654435714285714,82.0,0.009151357142857143,0.5745007857142858,0.0,0.41634771428571427,0.2857142857142857,88.52441807142857,0.019165928571428573,0.06043,0.22144742857142857,0.0,0.1695762857142857,0.28636635714285713,0.14285714285714285,38.83143807142857,0.2857142857142857,1424.4285714285713,14.285714285714286,0.0,364.2857142857143,714.3571428571429,331.5
daveey,arena-codex-draft-compatibility-20260921:v1,207,"{""57"": 100, ""56"": 13, ""51"": 94}",0.8095156570048309,13273.19806763285,1.5072463768115942,3237.5072463768115,0.0,351.0396584541063,0.004830917874396135,1.3043478260869565,3.463768115942029,6.642512077294686,0.0,0.0,0.0,0.0,0.0,0.0,3.657004830917874,14.816425120772946,6.004830917874396,0.19806763285024154,0.0966183574879227,0.09178743961352658,0.09178743961352658,0.09178743961352658,0.16908212560386474,0.0821256038647343,0.0821256038647343,0.04830917874396135,0.04830917874396135,0.06763285024154589,1559.566780811594,0.9062112318840579,189.06266774020395,1653.2608695652175,812.463768115942,990.7971014492754,0.7899172173913044,6.048309178743962,0.6653978985507247,4.3478260869565215,6.845410628019324,0.42028985507246375,1982.3188405797102,11.6652341352657,1739.0091031159423,0.0,0.0,0.0,99.27053140096618,0.0,38.73913043478261,0.0,0.0,0.0,0.0,3989.4685990338166,0.0,0.0,0.0,450.87101271497585,0.23138297584541062,375.20383789586685,0.3061030048309179,0.4672113285024154,0.006730367149758454,0.21995525603864735,0.5410628019323671,92.07349168599035,0.1210152077294686,0.2049694782608696,0.3815897922705314,0.04955650241545893,0.30978377294685994,0.2221080579710145,1.2995169082125604,934.4280332028985,0.5120772946859904,2150.4106280193237,130.43478260869566,0.0,652.1739130434783,1003.9130434782609,363.8888888888889
daveey-2,arena-codex-secondary-attack-timing-20260921:v1,205,"{""57"": 97, ""56"": 13, ""51"": 95}",0.8013162487804879,13599.692682926829,0.7707317073170732,2607.1756097560974,0.0,279.05431780000004,0.0,0.6341463414634146,1.946341463414634,5.507317073170731,0.0,0.0,0.0,0.0,0.0,0.0,4.990243902439024,14.268292682926829,6.185365853658537,0.07317073170731707,0.06829268292682927,0.06341463414634146,0.11707317073170732,0.15121951219512195,0.12682926829268293,0.03902439024390244,0.07804878048780488,0.12195121951219512,0.16097560975609757,0.05365853658536585,781.3272173609756,0.28314640487804876,48.444579945799454,885.609756097561,316.9512195121951,718.6585365853658,0.701469887804878,5.1414634146341465,0.5666763073170732,1.6780487804878048,5.3707317073170735,0.526829268292683,3894.712195121951,12.068959990243902,3044.7942372878047,0.0,0.0,0.0,43.25853658536585,60.0,115.53658536585365,0.0,0.0,0.0,0.0,7875.873170731707,0.0,9351.141463414635,0.0,1768.9653859365853,0.5565743707317073,96.36138211382114,0.22679414634146342,0.5854063804878049,0.005077004878048781,0.1827224536585366,0.5073170731707317,81.74932933170732,0.23801480975609757,0.318497243902439,0.25727627804878045,0.012959473170731707,0.19663851707317073,0.22435278536585365,0.6341463414634146,995.4048162585366,0.4195121951219512,1395.0146341463415,63.41463414634146,0.0,251.70731707317074,635.2146341463415,444.6780487804878
